week_date,week_number,month_number,month_name,calendar_year,segment,age_band,demographic,platform,region,avg_transaction,transactions,sales
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Retail,USA,48.88,43493,2126153
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Retail,OCEANIA,39.04,169157,6603287
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,AFRICA,174.25,5893,1026838
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Retail,ASIA,45.22,245151,11086427
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Shopify,CANADA,160.08,119,19049
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Shopify,ASIA,189.17,2983,564306
2020-08-31,35,8,August,2020,F3,Retirees,Families,Shopify,"SOUTH AMERICA",229.09,32,7331
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Retail,USA,56.71,40076,2272687
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Shopify,"SOUTH AMERICA",223.14,7,1562
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,CANADA,145.86,88,12836
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Retail,AFRICA,33.27,46545,1548637
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Shopify,USA,199.64,228,45518
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Retail,"SOUTH AMERICA",36.16,1045,37786
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Shopify,ASIA,174.28,279,48624
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,ASIA,32.66,66042,2156778
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Retail,AFRICA,50.77,117018,5941067
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Retail,EUROPE,58.48,6769,395877
2020-08-31,35,8,August,2020,F3,Retirees,Families,Retail,AFRICA,56.24,403810,22712143
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Shopify,"SOUTH AMERICA",218.23,74,16149
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Retail,CANADA,54.00,61517,3322211
2020-08-31,35,8,August,2020,F3,Retirees,Families,Retail,EUROPE,40.13,1655,66422
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Shopify,AFRICA,135.24,201,27184
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,ASIA,169.11,5794,979807
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Retail,AFRICA,35.59,23416,833470
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Retail,OCEANIA,49.83,144056,7178808
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Retail,OCEANIA,48.94,151673,7422165
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Shopify,CANADA,156.61,585,91616
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Retail,CANADA,36.38,18180,661362
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Retail,CANADA,25.87,30402,786613
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Shopify,"SOUTH AMERICA",170.36,69,11755
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Retail,USA,33.19,26620,883573
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,AFRICA,38.39,58165,2232935
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Shopify,CANADA,128.23,97,12438
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Shopify,"SOUTH AMERICA",229.00,37,8473
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Retail,EUROPE,36.64,2857,104677
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Retail,OCEANIA,30.75,65594,2016930
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Retail,EUROPE,47.55,9710,461694
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Shopify,EUROPE,407.00,3,1221
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Shopify,OCEANIA,168.51,567,95547
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Retail,USA,27.45,36069,990085
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Retail,ASIA,48.14,220712,10624187
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,OCEANIA,185.30,11218,2078649
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Shopify,USA,163.59,205,33536
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Shopify,AFRICA,120.26,299,35957
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Retail,EUROPE,42.77,953,40760
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Shopify,"SOUTH AMERICA",198.16,45,8917
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Shopify,CANADA,182.50,846,154393
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Retail,USA,41.52,57648,2393490
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Shopify,EUROPE,156.57,21,3288
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Shopify,"SOUTH AMERICA",159.67,9,1437
2020-08-31,35,8,August,2020,F3,Retirees,Families,Shopify,OCEANIA,159.28,190,30264
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Shopify,AFRICA,200.38,2647,530397
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Shopify,CANADA,118.76,21,2494
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Retail,OCEANIA,33.92,91435,3101538
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Retail,EUROPE,41.32,3843,158799
2020-08-31,35,8,August,2020,F3,Retirees,Families,Retail,USA,37.83,28987,1096531
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Shopify,ASIA,144.98,245,35519
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Retail,OCEANIA,48.64,339633,16520774
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Shopify,EUROPE,247.45,182,45036
2020-08-31,35,8,August,2020,F3,Retirees,Families,Shopify,CANADA,192.41,659,126801
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Shopify,AFRICA,166.86,340,56734
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Retail,ASIA,33.12,187781,6218547
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Shopify,OCEANIA,199.93,6870,1373529
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Retail,OCEANIA,22.98,172521,3964262
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Shopify,CANADA,139.94,105,14694
2020-08-31,35,8,August,2020,F3,Retirees,Families,Retail,CANADA,35.39,19524,690966
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Retail,ASIA,28.53,53286,1520060
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Retail,"SOUTH AMERICA",21.26,2466,52421
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,EUROPE,34.56,97001,3352338
2020-08-31,35,8,August,2020,F3,Retirees,Families,Shopify,CANADA,169.64,36,6107
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Shopify,USA,198.12,2031,402380
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Retail,AFRICA,53.71,277600,14910405
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Shopify,USA,164.70,157,25858
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,EUROPE,204.25,20,4085
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Shopify,OCEANIA,171.80,2801,481198
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,CANADA,28.10,396145,11133538
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Retail,USA,37.20,28592,1063716
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Retail,CANADA,43.42,23062,1001335
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,OCEANIA,26.25,2437738,63989387
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,EUROPE,231.37,343,79359
2020-08-31,35,8,August,2020,F3,Retirees,Families,Shopify,OCEANIA,213.49,3920,836865
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,ASIA,175.21,384,67279
2020-08-31,35,8,August,2020,F3,Retirees,Families,Retail,"SOUTH AMERICA",36.06,329,11863
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Retail,EUROPE,41.75,1738,72565
2020-08-31,35,8,August,2020,F3,Retirees,Families,Retail,OCEANIA,33.81,110894,3749562
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,USA,207.86,196,40740
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Retail,USA,56.32,102736,5786447
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Retail,EUROPE,53.86,4652,250536
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,OCEANIA,40.49,50786,2056315
2020-08-31,35,8,August,2020,F3,Retirees,Families,Shopify,"SOUTH AMERICA",124.00,3,372
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Shopify,OCEANIA,187.06,731,136743
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Shopify,CANADA,140.03,115,16103
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,"SOUTH AMERICA",187.78,2172,407861
2020-08-31,35,8,August,2020,F3,Retirees,Families,Shopify,USA,166.68,63,10501
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Retail,CANADA,33.29,13579,451994
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Shopify,USA,181.45,164,29757
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Shopify,CANADA,173.08,726,125653
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Shopify,ASIA,144.02,247,35572
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Shopify,ASIA,127.49,277,35314
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,OCEANIA,165.44,507,83877
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Retail,ASIA,21.27,132545,2819145
2020-08-31,35,8,August,2020,F3,Retirees,Families,Retail,ASIA,30.85,89785,2770220
2020-08-31,35,8,August,2020,F3,Retirees,Families,Shopify,USA,207.55,1083,224778
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Shopify,ASIA,164.39,1282,210754
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,AFRICA,172.94,300,51883
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Shopify,OCEANIA,150.77,100,15077
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Retail,"SOUTH AMERICA",44.53,414,18437
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,"SOUTH AMERICA",157.33,3,472
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,CANADA,48.89,8410,411147
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Shopify,EUROPE,222.22,249,55333
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Retail,"SOUTH AMERICA",27.83,3087,85926
2020-08-31,35,8,August,2020,F3,Retirees,Families,Shopify,AFRICA,171.53,122,20927
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,AFRICA,43.75,37883,1657269
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Shopify,ASIA,133.63,46,6147
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Retail,ASIA,44.42,110176,4894437
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,AFRICA,28.66,1547309,44346247
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Shopify,OCEANIA,186.62,4498,839437
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Shopify,CANADA,171.09,789,134990
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Shopify,"SOUTH AMERICA",211.53,109,23057
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Retail,EUROPE,36.44,1352,49263
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,ASIA,38.64,38663,1493771
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Shopify,AFRICA,147.70,389,57455
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,CANADA,38.22,14685,561282
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,USA,41.94,22186,930478
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Shopify,OCEANIA,157.27,842,132424
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Shopify,USA,154.52,135,20860
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Retail,AFRICA,36.97,186404,6891042
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Shopify,AFRICA,159.49,1689,269373
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,"SOUTH AMERICA",40.55,413244,16755039
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Shopify,ASIA,145.61,228,33200
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Retail,OCEANIA,35.69,260181,9284850
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Retail,EUROPE,61.29,14482,887564
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Shopify,EUROPE,235.02,118,27732
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Retail,AFRICA,24.81,97673,2423159
2020-08-31,35,8,August,2020,F3,Retirees,Families,Shopify,ASIA,140.95,113,15927
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,"SOUTH AMERICA",35.15,1266,44500
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Shopify,"SOUTH AMERICA",103.83,6,623
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Retail,USA,37.78,46838,1769576
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Retail,USA,35.44,18774,665292
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Retail,USA,54.62,40024,2186307
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Shopify,USA,195.14,1420,277104
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Retail,ASIA,25.61,87269,2234801
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,USA,167.29,154,25762
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Shopify,USA,208.21,1501,312519
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Shopify,EUROPE,225.95,22,4971
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Retail,CANADA,51.88,62206,3227065
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,CANADA,166.48,1621,269863
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Retail,AFRICA,35.10,65304,2291992
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,EUROPE,46.95,3211,150741
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,ASIA,168.82,278,46931
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Shopify,EUROPE,217.50,138,30015
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Retail,USA,57.53,96079,5527494
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Shopify,USA,174.22,739,128749
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Retail,"SOUTH AMERICA",44.55,1098,48912
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,OCEANIA,33.78,83764,2829225
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Retail,EUROPE,55.05,14816,815588
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Shopify,AFRICA,183.74,2568,471837
2020-08-31,35,8,August,2020,F3,Retirees,Families,Shopify,ASIA,194.67,1916,372983
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Shopify,OCEANIA,146.53,333,48796
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Retail,"SOUTH AMERICA",28.22,906,25570
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Retail,USA,49.11,14146,694767
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,OCEANIA,194.86,621,121005
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Shopify,AFRICA,192.25,4911,944157
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Retail,CANADA,40.87,56256,2299419
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Retail,OCEANIA,52.32,345420,18073554
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,USA,180.96,2647,479002
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Retail,CANADA,30.75,14915,458589
2020-08-31,35,8,August,2020,C4,Retirees,Couples,Shopify,AFRICA,184.05,438,80612
2020-08-31,35,8,August,2020,F3,Retirees,Families,Retail,AFRICA,35.50,69632,2472247
2020-08-31,35,8,August,2020,C1,"Young Adults",Couples,Shopify,OCEANIA,132.34,522,69079
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Retail,"SOUTH AMERICA",36.08,312,11256
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Shopify,EUROPE,137.65,17,2340
2020-08-31,35,8,August,2020,F1,"Young Adults",Families,Shopify,CANADA,137.39,61,8381
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Retail,OCEANIA,32.03,153925,4929679
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Retail,ASIA,37.97,129513,4917788
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Shopify,EUROPE,160.33,12,1924
2020-08-31,35,8,August,2020,Unknown,Unknown,Unknown,Shopify,AFRICA,187.76,376,70596
2020-08-31,35,8,August,2020,C3,Retirees,Couples,Retail,CANADA,34.99,29338,1026555
2020-08-31,35,8,August,2020,F2,"Middle Aged",Families,Shopify,CANADA,150.91,98,14789
2020-08-31,35,8,August,2020,C2,"Middle Aged",Couples,Shopify,"SOUTH AMERICA",196.96,134,26393
2020-08-24,34,8,August,2020,Unknown,Unknown,Unknown,Retail,AFRICA,28.48,1548059,44081216
2020-08-24,34,8,August,2020,F2,"Middle Aged",Families,Shopify,USA,209.28,1898,397206
2020-08-24,34,8,August,2020,F1,"Young Adults",Families,Shopify,AFRICA,188.93,2592,489706
2020-08-24,34,8,August,2020,F2,"Middle Aged",Families,Shopify,CANADA,191.40,1350,258395
2020-08-24,34,8,August,2020,F2,"Middle Aged",Families,Retail,USA,37.88,28566,1082176
2020-08-24,34,8,August,2020,Unknown,Unknown,Unknown,Shopify,OCEANIA,166.81,430,71730
2020-08-24,34,8,August,2020,C1,"Young Adults",Couples,Retail,CANADA,26.15,30970,809732
2020-08-24,34,8,August,2020,C1,"Young Adults",Couples,Shopify,USA,179.05,773,138404
2020-08-24,34,8,August,2020,Unknown,Unknown,Unknown,Retail,EUROPE,45.69,2986,136429
2020-08-24,34,8,August,2020,C4,Retirees,Couples,Retail,CANADA,49.94,29326,1464490
2020-08-24,34,8,August,2020,Unknown,Unknown,Unknown,Retail,EUROPE,34.27,98743,3383683
2020-08-24,34,8,August,2020,C4,Retirees,Couples,Retail,CANADA,33.09,13219,437390
2020-08-24,34,8,August,2020,C4,Retirees,Couples,Shopify,USA,194.65,167,32507
2020-08-24,34,8,August,2020,C4,Retirees,Couples,Shopify,"SOUTH AMERICA",197.60,5,988
2020-08-24,34,8,August,2020,C2,"Middle Aged",Couples,Shopify,"SOUTH AMERICA",170.07,46,7823
2020-08-24,34,8,August,2020,C4,Retirees,Couples,Retail,OCEANIA,30.87,65546,2023506
2020-08-24,34,8,August,2020,F1,"Young Adults",Families,Retail,EUROPE,43.16,932,40229
2020-08-24,34,8,August,2020,F2,"Middle Aged",Families,Shopify,"SOUTH AMERICA",219.50,30,6585
2020-08-24,34,8,August,2020,F1,"Young Adults",Families,Shopify,EUROPE,199.71,132,26362
2020-08-24,34,8,August,2020,Unknown,Unknown,Unknown,Shopify,ASIA,158.13,318,50284
2020-08-24,34,8,August,2020,C3,Retirees,Couples,Retail,AFRICA,50.63,287091,14534326
2020-08-24,34,8,August,2020,F2,"Middle Aged",Families,Retail,"SOUTH AMERICA",44.54,1127,50201
2020-08-24,34,8,August,2020,F3,Retirees,Families,Retail,AFRICA,35.57,69461,2470906
2020-08-24,34,8,August,2020,F2,"Middle Aged",Families,Retail,CANADA,35.23,18109,637913
2020-08-24,34,8,August,2020,Unknown,Unknown,Unknown,Shopify,CANADA,179.01,76,13605
2020-08-24,34,8,August,2020,C2,"Middle Aged",Couples,Retail,ASIA,38.69,129144,4996901
2020-08-24,34,8,August,2020,C4,Retirees,Couples,Shopify,ASIA,170.08,40,6803
2020-08-24,34,8,August,2020,C3,Retirees,Couples,Shopify,EUROPE,235.36,14,3295
2020-08-24,34,8,August,2020,F2,"Middle Aged",Families,Shopify,OCEANIA,201.06,6502,1307272
2020-08-24,34,8,August,2020,C1,"Young Adults",Couples,Shopify,ASIA,131.69,269,35424
2020-08-24,34,8,August,2020,C1,"Young Adults",Couples,Shopify,OCEANIA,176.36,2673,471401
2020-08-24,34,8,August,2020,C1,"Young Adults",Couples,Shopify,USA,145.15,151,21917
2020-08-24,34,8,August,2020,C1,"Young Adults",Couples,Shopify,"SOUTH AMERICA",166.63,16,2666
2020-08-24,34,8,August,2020,F2,"Middle Aged",Families,Retail,"SOUTH AMERICA",38.98,446,17385
2020-08-24,34,8,August,2020,Unknown,Unknown,Unknown,Retail,USA,42.57,21594,919265
2020-08-24,34,8,August,2020,F2,"Middle Aged",Families,Shopify,AFRICA,198.00,4689,928412
2020-08-24,34,8,August,2020,C4,Retirees,Couples,Shopify,CANADA,183.28,89,16312
2020-08-24,34,8,August,2020,F3,Retirees,Families,Retail,EUROPE,59.84,18657,1116468
2020-08-24,34,8,August,2020,C2,"Middle Aged",Couples,Retail,"SOUTH AMERICA",31.23,949,29642
